"slug","product","productType","missingField","publicTreatment","action"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","Permanent self-cleaning iron remover","Suitable belt width","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","Permanent self-cleaning iron remover","Recommended suspension height","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","Permanent self-cleaning iron remover","Material burden depth","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","Permanent self-cleaning iron remover","Magnetic circuit","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","Permanent self-cleaning iron remover","Discharge belt arrangement","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","Permanent self-cleaning iron remover","Drive configuration","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","Permanent self-cleaning iron remover","Belt speed","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","Permanent self-cleaning iron remover","Iron discharge direction","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","Permanent self-cleaning iron remover","Overall dimensions","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcdd-explosion-proof-electromagnetic-self-dumping-iron-remover","RBCDD explosion-proof electromagnetic self dumping iron remover","Permanent self-cleaning iron remover","Weight","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","Permanent self-cleaning iron remover","Model / series","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","Permanent self-cleaning iron remover","Suitable belt width","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","Permanent self-cleaning iron remover","Recommended suspension height","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","Permanent self-cleaning iron remover","Material burden depth","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","Permanent self-cleaning iron remover","Magnetic circuit","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","Permanent self-cleaning iron remover","Discharge belt arrangement","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","Permanent self-cleaning iron remover","Drive configuration","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","Permanent self-cleaning iron remover","Belt speed","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"rbcyd-explosion-proof-permanent-magnet-self-dumping-iron-remover","RBCYD explosion-proof permanent magnet self dumping iron remover","Permanent self-cleaning iron remover","Iron discharge direction","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
